id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,1,create,9,1,4,85,65,65,0.0,0,0.0,0,-
2,1,deploy,2,1,4,85,65,65,0.3,299.7,299.7,1,-
3,11,create,10,2,7,162,414,414,0.3,299.7,299.7,1,-
4,11,deploy,2,2,7,162,414,414,1.0,933.5,466.8,3,-
5,16,create,5,3,10,231,26,26,1.0,933.5,466.8,3,-
6,16,deploy,2,3,10,231,26,26,1.9,1892.8,630.9,6,-
7,22,create,10,4,7,167,30,30,1.9,1892.8,630.9,6,-
8,22,deploy,2,4,7,167,30,30,2.6,2488.9,622.2,8,-
9,24,create,10,5,10,246,102,102,2.6,2488.9,622.2,8,-
10,24,deploy,2,5,10,246,102,102,3.6,3173.1,634.6,10,-
11,26,create,5,6,6,132,131,131,3.6,3173.1,634.6,10,-
12,26,deploy,2,6,6,132,131,131,4.1,3568.5,594.8,11,-
13,29,create,10,7,8,198,167,167,4.1,3568.5,594.8,11,-
14,29,deploy,2,7,8,198,167,167,4.9,4404.3,629.2,14,-
15,36,create,9,8,8,173,15,15,4.9,4404.3,629.2,14,-
16,36,deploy,2,8,8,173,15,15,5.6,5050.5,631.3,16,-
17,38,create,7,9,6,111,178,178,5.6,5050.5,631.3,16,-
18,38,drop,-,9,6,111,178,178,5.6,5050.5,631.3,16,-
19,42,remove,2,3,10,231,26,0,4.7,4501.4,643.1,15,-
20,43,create,7,10,10,221,163,163,4.7,4501.4,643.1,15,-
21,43,deploy,2,10,10,221,163,163,5.5,5039.4,629.9,16,-
22,48,create,5,11,8,179,34,34,5.5,5039.4,629.9,16,-
23,48,drop,-,11,8,179,34,34,5.5,5039.4,629.9,16,-
24,49,create,7,12,9,204,239,239,5.5,5039.4,629.9,16,-
25,49,drop,-,12,9,204,239,239,5.5,5039.4,629.9,16,-
26,51,remove,2,8,8,173,15,0,4.8,4306.3,615.2,14,-
27,52,remove,2,4,7,167,30,0,4.2,4120.4,686.7,14,-
28,66,remove,2,1,4,85,65,0,3.8,3820.7,764.1,13,-
29,68,create,10,13,8,158,54,54,3.8,3820.7,764.1,13,-
30,68,deploy,2,13,8,158,54,54,4.5,4245.1,707.5,14,-
31,73,create,10,14,7,137,268,268,4.5,4245.1,707.5,14,-
32,73,deploy,2,14,7,137,268,268,5.0,4441.1,634.4,14,-
33,90,create,7,15,10,222,17,17,5.0,4441.1,634.4,14,-
34,90,deploy,2,15,10,222,17,17,5.9,5346.7,668.3,17,-
35,94,create,10,16,10,207,156,156,5.9,5346.7,668.3,17,-
36,94,drop,-,16,10,207,156,156,5.9,5346.7,668.3,17,-
37,105,create,10,17,10,245,96,96,5.9,5346.7,668.3,17,-
38,105,drop,-,17,10,245,96,96,5.9,5346.7,668.3,17,-
39,107,create,5,18,8,185,77,77,5.9,5346.7,668.3,17,-
40,107,remove,2,15,10,222,17,0,5.0,4354.2,622.0,14,-
41,107,deploy,2,18,8,185,77,77,5.8,5100.6,637.6,16,-
42,109,create,5,19,8,168,51,51,5.8,5100.6,637.6,16,-
43,109,drop,-,19,8,168,51,51,5.8,5100.6,637.6,16,-
44,112,create,7,20,4,92,34,34,5.8,5100.6,637.6,16,-
45,112,drop,-,20,4,92,34,34,5.8,5100.6,637.6,16,-
46,122,remove,2,13,8,158,54,0,5.1,4881.4,697.3,16,-
47,122,create,5,21,5,124,7,7,5.1,4881.4,697.3,16,-
48,122,deploy,2,21,5,124,7,7,5.6,5062.8,632.9,16,-
49,126,remove,2,5,10,246,102,0,4.6,4291.8,613.1,14,-
50,126,create,9,22,4,89,437,437,4.6,4291.8,613.1,14,-
51,126,deploy,2,22,4,89,437,437,5.0,4477.7,559.7,14,-
52,127,create,5,23,10,227,76,76,5.0,4477.7,559.7,14,-
53,127,drop,-,23,10,227,76,76,5.0,4477.7,559.7,14,-
54,129,remove,2,21,5,124,7,0,4.5,4252.9,607.6,14,-
55,131,create,5,24,8,185,4,4,4.5,4252.9,607.6,14,-
56,131,deploy,2,24,8,185,4,4,5.2,4750.8,593.9,15,-
57,135,create,9,25,7,153,88,88,5.2,4750.8,593.9,15,-
58,135,remove,2,24,8,185,4,0,4.5,4252.9,607.6,14,-
59,135,deploy,2,25,7,153,88,88,5.1,4510.0,563.8,14,-
60,142,create,7,26,5,123,40,40,5.1,4510.0,563.8,14,-
61,142,drop,-,26,5,123,40,40,5.1,4510.0,563.8,14,-
62,144,create,10,27,6,134,298,298,5.1,4510.0,563.8,14,-
63,144,drop,-,27,6,134,298,298,5.1,4510.0,563.8,14,-
64,150,create,9,28,4,79,28,28,5.1,4510.0,563.8,14,-
65,150,drop,-,28,4,79,28,28,5.1,4510.0,563.8,14,-
66,153,create,9,29,4,86,265,265,5.1,4510.0,563.8,14,-
67,153,drop,-,29,4,86,265,265,5.1,4510.0,563.8,14,-
68,157,remove,2,6,6,132,131,0,4.6,4071.1,581.6,13,-
69,158,create,5,30,4,107,167,167,4.6,4071.1,581.6,13,-
70,158,deploy,2,30,4,107,167,167,5.0,4482.2,560.3,14,-
71,161,create,5,31,7,154,231,231,5.0,4482.2,560.3,14,-
72,161,drop,-,31,7,154,231,231,5.0,4482.2,560.3,14,-
73,162,create,7,32,6,151,43,43,5.0,4482.2,560.3,14,-
74,162,create,5,33,5,111,19,19,5.0,4482.2,560.3,14,-
75,162,drop,-,32,6,151,43,43,5.0,4482.2,560.3,14,-
76,162,drop,-,33,5,111,19,19,5.0,4482.2,560.3,14,-
77,166,create,7,34,9,215,238,238,5.0,4482.2,560.3,14,-
78,166,drop,-,34,9,215,238,238,5.0,4482.2,560.3,14,-
79,168,create,10,35,8,180,7,7,5.0,4482.2,560.3,14,-
80,168,drop,-,35,8,180,7,7,5.0,4482.2,560.3,14,-
81,169,create,9,36,9,202,4,4,5.0,4482.2,560.3,14,-
82,169,drop,-,36,9,202,4,4,5.0,4482.2,560.3,14,-
83,175,create,10,37,10,222,39,39,5.0,4482.2,560.3,14,-
84,175,drop,-,37,10,222,39,39,5.0,4482.2,560.3,14,-
85,178,create,7,38,4,87,8,8,5.0,4482.2,560.3,14,-
86,178,drop,-,38,4,87,8,8,5.0,4482.2,560.3,14,-
87,181,create,9,39,9,188,282,282,5.0,4482.2,560.3,14,-
88,181,drop,-,39,9,188,282,282,5.0,4482.2,560.3,14,-
89,182,create,9,40,6,144,86,86,5.0,4482.2,560.3,14,-
90,182,drop,-,40,6,144,86,86,5.0,4482.2,560.3,14,-
91,184,remove,2,18,8,185,77,0,4.3,3735.8,533.7,12,-
92,184,create,7,41,5,110,164,164,4.3,3735.8,533.7,12,-
